"Name";"Season";"Club";"Position";"Apps";"Minutes Played";"Distance Run (km)";"Player of the Match";"Goals";"Assists";"xG";"Shots on Target";"Shots";"Penalties Taken";"Penalties Scored";"Successful Passes";"Attempted Passes";"Pass%";"Key Passes";"Successful Crosses";"Attempted Crosses";"Cross%";"Chances Created";"Successful Headers";"Attempted Headers";"Header%";"Key Headers";"Dribbles";"Tackles Won";"Attempted Tackles";"Tackle%";"Key Tackles";"Interceptions";"Clearances";"Mistakes Leading to Goals";"Yellow Cards";"Red Cards";"Fouls";"Fouls Against";"Offsides";"Average Rating";"Acc";"Aer";"Agg";"Agi";"Ant";"Bal";"Bra";"Cmd";"Com";"Cmp";"Cnt";"Cor";"Cro";"Dec";"Det";"Dri";"Ecc";"Fin";"Fir";"Fla";"Fre";"Han";"Hea";"Jum";"Kic";"Ldr";"Lon";"L Th";"Mar";"Nat";"OtB";"1v1";"Pac";"Pas";"Pen";"Pos";"Pun";"Ref";"TRO";"Sta";"Str";"Tck";"Tea";"Tec";"Thr";"Vis";"Wor"
"Domenico Corleone";"10.0";"Red Star Laos";"DM, M (C)";2;180;30,3;0;0;0;0,12;0;2;0;0;143;164;264,67;5;3;5;150;0;3;5;233,33;0;1;0;0;NA;0;1;2;0;0;0;1;2;0;6,72;11;5;13;10;11;13;13;5;5;10;13;5;5;13;10;5;5;5;10;5;5;5;6;7;5;7;5;5;13;20;9;5;12;10;5;14;5;5;5;20;13;18;9;6;5;10;13
"Domenico Corleone";"4.0";"Adowa Accra FC";"D (C), DM, M (C)";4;360;52,2;0;0;0;0,19;0;2;0;0;374;400;375,55;4;0;0;NA;1;15;24;283,34;1;0;4;5;266,67;2;3;13;0;1;0;3;1;0;6,92;10;5;13;10;11;10;13;5;5;10;10;5;5;13;10;5;5;5;10;5;5;5;6;7;5;7;5;5;10;20;9;5;10;10;5;14;5;5;5;20;10;16;9;6;5;10;13
"Domenico Corleone";"4.0";"Adowa Accra FC";"DM, M (C)";10,5;945;133;0;0;0;0,29;1;6;0;0;793;840;1029,91;1;0;1;0;1;43;56;768,1;8;0;6;11;316,67;3;10;48;0;1;0;11;2;1;6,71;10;5;12;10;11;10;13;5;5;10;10;5;5;10,55;10;5;5;5;9,18;5;5;5;6;7;5;7;5;5;10;20;9;5;10;10;5;12,73;5;5;5;20;10;15,18;9;6;5;10;13
"Domenico Corleone";"5.0";"Adowa Accra FC";"DM, M (C)";9;810;121,7;0;0;0;0,11;3;4;0;0;680;720;849,79;11;0;0;NA;1;21;27;670;1;0;15;21;429,04;1;10;22;0;2;0;8;0;0;7,12;10,67;5;13;10;11;12;13;5;5;10;13;5;5;13;10;5;5;5;10;5;5;5;6;7;5;7;5;5;13;20;9;5;12;10;5;14;5;5;5;20;12;18;9;6;5;10;13
"Domenico Corleone";"6.0";"Adowa Accra FC";"DM, M (C)";11;990;156,2;0;1;3;1,6;3;15;0;0;743;824;977,96;14;2;5;200;4;18;35;455;4;1;27;31;900;0;26;27;0;4;0;13;2;1;7,14;11;5;13;10;11;13;13;5;5;10;13;5;5;13;10;5;5;5;10;5;5;5;6;7;5;7;5;5;13;20;9;5;12;10;5;14;5;5;5;20;13;18;9;6;5;10;13
"Domenico Corleone";"7.0";"Adowa Accra FC";"DM, M (C)";3,5;315;47,6;0;0;0;0,13;0;2;0;0;145;159;365,85;0;0;0;NA;0;12;14;350;1;2;10;12;316,67;0;11;9;0;1;0;2;2;0;6,79;11;5;13;10;11;13;13;5;5;10;13;5;5;13;10;5;5;5;10;5;5;5;6;7;5;7;5;5;13;20;9;5;12;10;5;14;5;5;5;20;13;18;9;6;5;10;13
"Domenico Corleone";"8.0";"Red Star Laos";"DM, M (C)";1,5;135;21,9;0;0;0;0,05;1;1;0;0;120;130;184,43;1;0;0;NA;0;4;7;108,33;0;0;2;5;50;0;2;6;0;1;0;3;0;0;6,75;11;5;13;10;11;13;13;5;5;10;13;5;5;13;10;5;5;5;10;5;5;5;6;7;5;7;5;5;13;20;9;5;12;10;5;14;5;5;5;20;13;18;9;6;5;10;13
"Dominik Wilk";"10.0";"Red Star Laos";"D/WB (L), AM (R)";14;1260;205,8;0;0;1;0,7;2;10;0;0;715;782;1281,05;12;9;56;210,48;4;57;93;924,66;1;37;23;27;1183,33;3;41;55;0;4;0;13;7;1;6,71;16;5;5;10;13;10;5;5;5;13;5;5;14;16;5;13;5;13;12;5;5;5;5;10;5;5;5;5;10;20;12;5;16;8;5;13;5;5;5;20;12;10;5;13;5;5;13
"Dominik Wilk";"7.0";"Montréal United";"D/WB (L), AM (R)";9,5;849;145,5;1;6;3;3,96;20;47;0;0;353;437;872,07;18;12;56;184,44;4;67;100;730,89;0;36;13;18;591,67;0;12;20;0;0;0;12;17;5;7,36;16;5;5;10;5;10;5;5;5;5;5;5;11;12;5;11;5;8,18;6;5;5;5;5;10;5;5;5;5;6;20;12;5;15,91;6,64;5;12;5;5;5;20;12;6;5;10,73;5;5;13
"Dominik Wilk";"8.0";"Montréal United";"D/WB (L), AM (R)";14;1260;217,8;0;2;3;5,31;18;58;0;0;589;703;1173,29;33;19;65;452,15;5;64;104;902,33;0;40;17;24;858,33;0;26;18;0;1;0;12;15;7;6,97;16;5;5;10;5;10;5;5;5;5;5;5;13,93;15,79;5;13;5;13;11,57;5;5;5;5;10;5;5;5;5;7;20;12;5;16;7,93;5;13;5;5;5;20;12;6;5;13;5;5;13
"Dominik Wilk";"9.0";"Cairo City";"D/WB (L), AM (R)";14;1260;209,7;0;0;2;0,49;3;5;0;0;409;465;1206,44;20;22;90;292,43;6;74;119;818,75;3;42;32;41;1108,34;2;47;81;0;1;0;16;8;3;6,74;16;5;5;10;5;10;4,93;5;5;5;4,93;5;13,93;15,93;5;12,93;5;12,93;12;5;4,93;5;4,93;9,93;5;5;4,93;5;6,93;20;11,93;5;15,93;7,93;4,93;12,93;5;5;5;19,93;12;5,93;4,93;12,93;5;5;12,93
"Donna Rumma";"10.0";"Inter London";"D (C), DM";14;1260;207,1;0;0;3;1,03;2;12;0;0;1194;1360;1234,35;24;2;14;200;9;70;78;1282,54;9;5;19;28;808,33;4;39;47;1;1;0;7;4;0;7,24;16;5;13;14,29;13;10,43;13;5;5;16;16;5;10;16;9,43;11,29;5;5;13;5;5;5;16;16;5;13;5;5;16;20;10;5;16;14,29;5;18;5;5;5;20;16;16;12,57;14,29;5;14,29;14
"Donna Rumma";"11.0";"Inter London";"D (C), DM";14;1260;162,6;1;0;0;0,48;1;7;0;0;1176;1212;1356,55;2;0;0;NA;0;164;202;1180,08;22;4;2;7;200;2;67;131;0;0;0;4;0;1;7,12;16;5;13;16;13;13;13;5;5;16;16;5;10;16;10;13;5;5;13;5;5;5;16;16;5;13;5;5;16;20;10;5;16;16;5;18;5;5;5;20;16;16;16;16;5;16;16
"Donna Rumma";"12.0";"A.C. Romana";"D (C), DM";14;1260;157,4;0;0;0;0,59;4;10;0;0;1216;1238;1373,55;1;0;0;NA;0;145;183;1110,08;17;0;19;20;1266,67;4;53;107;3;2;0;6;0;0;7,15;16;5;13;16;13;13;13;5;5;16;16;5;10;16;10;13;5;5;13;5;5;5;16;16;5;13;5;5;16;20;10;5;16;16;5;18;5;5;5;20;16;16;16;16;5;16;16
"Donna Rumma";"3.0";"Inter London";"D (C), DM";16;1440;174,8;0;2;0;1,28;7;16;0;0;842;927;1450,6;1;0;0;NA;0;197;219;1450,04;28;0;9;16;375;4;39;206;1;2;0;8;3;0;7,01;10;5;10;7,5;10;7,5;10;5;5;9,06;10;5;5;6,75;5,25;5;5;5;6;5;5;5;13;16;5;7,25;5;5;14,13;20;5;5;13,56;6;5;13;5;5;5;20;16;16;7,25;6,31;5;5,38;5
"Donna Rumma";"4.0";"Inter London";"D (C), DM";20;1800;217,5;1;1;0;0,72;1;13;0;0;1215;1263;1897,85;3;1;1;100;0;334;384;1732;46;1;14;18;866,67;7;59;320;1;3;0;13;0;1;7,23;12,7;5;10;9,8;10;9,8;10;5;5;10;10;5;5;10;7;5;5;5;7;5;5;5;15,7;16;5;8;5;5;15;20;5;5;15,8;7;5;13;5;5;5;20;16;16;8;9,9;5;7;5
"Donna Rumma";"5.0";"Inter London";"D (C), DM";6;540;81,2;0;0;0;0,14;1;2;0;0;303;338;537,13;11;9;38;156,11;2;46;48;578,41;3;8;8;9;400;1;23;44;0;1;0;4;2;0;6,98;13;5;10;13;10;10;10;5;5;10;10;5;10;10;8;10;5;5;10;5;5;5;16;16;5;11;5;5;15;20;10;5;16;10;5;13;5;5;5;20;16;16;10;10;5;10;10
"Donna Rumma";"5.0";"Inter London";"D (LC), DM";4;312;47,7;0;0;0;0;0;0;0;0;145;163;356,61;1;2;16;107,69;0;29;30;387,5;1;5;4;7;216,67;0;15;22;0;0;1;5;2;2;6,59;13;5;10;13;10;10;10;5;5;10;10;5;10;10;8;10;5;5;10;5;5;5;16;16;5;11;5;5;15;20;10;5;16;10;5;13;5;5;5;20;16;16;10;10;5;10;10
"Donna Rumma";"6.0";"Inter London";"D (LC), DM";9;810;101,5;0;1;0;0,7;3;8;0;0;611;630;867,6;1;0;0;NA;0;108;124;789,86;10;1;12;13;666,67;3;41;91;1;1;0;5;1;1;7,4;14,33;5;10,89;13;13;10;13;5;5;13;13;5;10;13;9;10;5;5;10,44;5;5;5;16;16;5;11;5;5;15;20;10;5;16;13;5;16;5;5;5;20;16;16;10;13;5;11,89;10
"Donna Rumma";"7.0";"Inter London";"D (C), DM";14;1260;159,7;0;1;0;0,56;1;8;0;0;1019;1047;1358,67;1;0;3;0;0;190;217;1235,84;24;8;9;12;800;5;69;181;2;0;0;2;0;0;7,21;16;5;12;13;13;10;13;5;5;13;13;5;10;13;9;10;5;5;11;5;5;5;16;16;5;11;5;5;15;20;10;5;16;13;5;16;5;5;5;20;16;16;10;13;5;13;10
"Donna Rumma";"8.0";"Inter London";"D (C), DM";14;1260;163,8;2;0;1;1,03;3;10;0;0;1253;1277;1372,37;3;0;0;NA;0;183;207;1239,28;18;6;5;7;366,67;1;59;156;1;0;0;5;1;3;7,28;16;5;12,29;13;13;10;13;5;5;13,86;13,86;5;10;13,86;9;10;5;5;11,57;5;5;5;16;16;5;11,57;5;5;15,29;20;10;5;16;13;5;16,57;5;5;5;20;16;16;10;13;5;13;10,86
"Donna Rumma";"9.0";"Inter London";"D (C), DM";14;1260;181,8;0;0;0;0,1;0;2;0;0;740;813;1282,95;6;3;19;183,33;0;102;131;1122,45;5;3;32;38;926,67;2;63;110;0;2;0;11;5;0;6,89;16;5;13;13;13;10;13;5;5;16;16;5;10;16;9;10;5;5;13;5;5;5;16;16;5;13;5;5;16;20;10;5;16;13;5;18;5;5;5;20;16;16;10;13;5;13;13
"Dorian Lexington";"10.0";"União São Paulo";"D (C)";14;1260;161,4;1;0;0;0,35;1;4;0;0;780;806;1349,82;1;0;0;NA;0;192;235;1127,01;24;0;19;22;800;4;53;174;0;2;0;12;1;0;7,12;17;5;13;15;16;11;14;5;5;16;16;10;13;17;7;11;5;5;13;5;9;5;15;14;5;7;8;10;16;20;9;5;17;13;5;17;5;5;5;20;16;16;12;12;5;13;16
"Dorian Lexington";"11.0";"União São Paulo";"D (C)";14;1260;162,1;0;0;0;0,1;2;4;0;0;706;740;1337,27;2;1;1;100;0;148;194;1081,82;22;3;9;14;466,67;5;42;133;0;1;0;5;0;1;6,93;17;5;13;15;16;11;14;5;5;16;16;10;12;17;7;11;5;5;13;5;9;5;15;14;5;7;8;10;16;20;9;5;16;13;5;17;5;5;5;20;16;16;12;12;5;13;16
"Dorian Lexington";"12.0";"União São Paulo";"D (C)";14;1260;166,5;0;0;0;0,08;1;1;0;0;740;798;1301,79;1;0;0;NA;1;124;161;1090,89;29;1;16;21;1066,67;4;40;128;2;0;0;4;1;1;6,75;16;5;13;15;16;11;14;5;5;16;16;10;5;17;7;11;5;5;12;5;8;5;15;14;5;7;8;10;16;20;5;5;16;12;5;17;5;5;5;20;16;16;12;12;5;13;14
"Dorian Lexington";"2.0";"Montréal United";"D (C)";14;1260;157,8;2;1;2;0,56;3;10;0;0;1268;1315;1345,98;17;8;39;120;5;139;174;1146,43;26;2;12;15;700;4;44;116;0;6;0;17;8;2;7,36;10;5;5;10;12;11;11;5;5;11;9,79;10;7;10,5;7;9;5;5;9,79;5;9;5;11;12;5;7;8;10;11;20;8,43;5;10,86;11;5;9,79;5;5;5;20;12;12;8;8,21;5;9,71;7
"Dorian Lexington";"3.0";"Montréal United";"D (C)";16;1440;171,9;1;2;1;0,62;4;7;0;0;1325;1389;1527,53;19;19;95;206,11;2;153;199;1260,15;30;1;7;10;400;2;45;148;0;3;0;8;3;1;7,04;10;5;10;10;12;11;11;5;5;12;10;10;7;11;7;9;5;5;12;5;9;5;12;12;5;7;8;10;12;20;9;5;12;12;5;12;5;5;5;20;12;12;8;11;5;10;12,25
"Dorian Lexington";"4.0";"Montréal United";"D (C)";8;720;107,6;0;0;1;0,19;1;3;0;0;446;489;732,13;6;7;33;147,5;0;86;102;696,95;4;1;22;29;635;3;22;100;0;3;0;10;5;2;6,96;12,25;5;10;11,5;12;11;11;5;5;12;10;10;7;11;7;9;5;5;12;5;9;5;12;12,75;5;7;8;10;13,5;20;9;5;13,5;12;5;12;5;5;5;20;12,75;14,25;8;11;5;10,75;16
"Dorian Lexington";"4.0";"Montréal United";"D (RC)";12;1080;163,8;0;1;2;0,3;3;4;0;0;655;766;1036,14;34;34;157;287,58;6;76;85;1109,2;4;6;19;26;850;3;41;75;0;2;0;17;5;3;6,91;13;5;10;12;12;11;11;5;5;12;10;10;7;11;7;9;5;5;12;5;9;5;12;13;5;7;8;10;14;20;9;5;14;12;5;12;5;5;5;20;13;15;8;11;5;11;16
"Dorian Lexington";"5.0";"Montréal United";"D (C)";10;900;104,2;2;0;2;0,13;3;4;0;0;808;838;961,94;14;14;71;216,67;2;140;149;929,68;28;1;9;9;500;3;22;110;0;1;0;2;0;0;7,45;13;5;10;12;13;11;11;5;5;13;13;10;7;14;7;11;5;5;13;5;9;5;12;13;5;7;8;10;14;20;9;5;14;13;5;13;5;5;5;20;13;15;12;12;5;13;16
"Dorian Lexington";"6.0";"União São Paulo";"D (C)";14;1260;159,2;0;0;0;0,13;1;3;0;0;1270;1328;1334,46;4;1;5;33,33;1;142;168;1164,08;13;0;20;28;737,51;7;36;142;0;2;0;8;0;0;7,1;15,14;5;10;12,71;13;11;11;5;5;13;13;10;7;15,43;7;11;5;5;13;5;9;5;12;13;5;7;8;10;14;20;9;5;15,43;13;5;15,14;5;5;5;20;13;15;12;12;5;13;16
"Dorian Lexington";"7.0";"União São Paulo";"D (C)";14;1260;157,1;0;0;3;0;0;0;0;0;793;831;1339,04;8;8;80;144,01;0;114;153;1110,18;19;2;18;24;805;5;52;110;0;1;0;4;0;1;6,89;17;5;10;13;13;11;11;5;5;13;13;10;10,86;17;7;11;5;5;13;5;9;5;13;13;5;7;8;10;14;20;9;5;17;13;5;17;5;5;5;20;13;15;12;12;5;13;16
"Dorian Lexington";"8.0";"União São Paulo";"D (C)";14;1260;155,6;0;0;0;0,13;1;2;0;0;638;669;1336,08;5;2;21;20;0;147;178;1095,66;21;0;8;10;550;5;43;112;1;1;0;13;1;1;6,77;17;5;11,93;13;14;11;11,64;5;5;14,93;15,29;10;13;17;7;11;5;5;13;5;9;5;14,29;13;5;7;8;10;14;20;9;5;17;13;5;17;5;5;5;20;15,64;15;12;12;5;13;16
"Dorian Lexington";"9.0";"União São Paulo";"D (C)";14;1260;158,6;1;0;0;0,29;1;4;0;0;772;840;1285,65;4;0;4;0;0;151;191;1110,67;16;5;12;15;650;5;54;138;1;1;0;8;1;1;6,89;17;5;13;14,14;15,14;11;13,14;5;5;16;16;10;13;17;7;11;5;5;13;5;9;5;15;13,57;5;7;8;10;15,14;20;9;5;17;13;5;17;5;5;5;20;16;15,57;12;12;5;13;16
"Dr. Doofenshmirtz";"1.0";"Athênai F.C.";"DM, M (C)";2;180;25,9;0;0;0;0,27;1;3;0;0;122;148;164,91;2;0;0;NA;0;2;4;66,67;0;0;1;1;100;0;2;1;0;1;0;3;0;0;6,5;10,5;3;5;12;5;10;8;2;2;11;5;5;5;10;5;11;2;5;10;10;5;4;5;5;1;10;5;5;9,5;20;10;1;10,5;13;5;10;2;3;3;20;11;9;10;10;3;11;7,5
"Dr. Doofenshmirtz";"2.0";"Montréal United";"D (C), DM";14;1260;165,1;0;0;0;0,57;0;8;0;0;1367;1431;1336,83;5;3;6;200;2;97;129;1065,47;7;0;4;7;400;3;40;89;1;4;0;17;8;1;7,18;11;5;5;13;12;12;7,07;5;5;11;11;5;5;11;5;10;5;5;12;12;5;5;9;10;5;5;5;5;12,36;20;8,21;5;11;13;5;13;5;5;5;20;11;13;10;10;5;11;10
"Dr. Doofenshmirtz";"3.0";"Montréal United";"DM, M (C)";16;1440;204,7;0;0;2;0,18;2;7;0;0;1351;1447;1493,59;10;4;6;300;3;86;118;1178,2;23;1;17;21;966,67;3;23;86;0;1;0;17;4;0;7,1;11;5;9,69;13;12;12;10;5;5;12,88;11;5;5;11;9,69;10;5;5;12;12;5;5;12,81;12,88;5;5;5;5;13;20;10;5;11;13;5;13;5;5;5;20;12,88;13;10;10;5;11;14,69
"Duncan Maxwell";"11.0";"Schwarzwälder FV";"D (RC), DM";0,5;45;6,8;0;0;0;0;0;0;0;0;47;51;92,16;0;0;2;0;0;2;2;100;0;1;0;0;NA;0;1;2;0;0;0;1;0;0;6,5;13;5;9;8;14;9;11;5;5;10;11;5;5;12;10;7;5;5;8;5;5;5;13;16;5;12;5;5;14;20;8;5;13;8;5;16;5;5;5;20;11;15;10;5;5;7;12
"Duncan Maxwell";"12.0";"Montréal United";"D (RC), DM";14;1260;153,5;0;0;1;0,3;1;4;0;0;753;780;1343,89;1;0;0;NA;0;187;212;1250,44;25;0;22;26;883,34;7;38;199;1;1;0;5;2;1;7,03;13;5;9;8;15;9;11,93;5;5;11,86;11;5;5;12;12,79;7;5;5;8;5;5;5;14,86;16;5;14;5;5;14,86;20;8;5;13;8;5;16;5;5;5;20;11;15;10,43;5;5;7;12
"Eamon Zayed";"6.0";"Sydney City";"AM (C), ST (C)";11,5;1035;154;1;3;0;3,15;8;31;0;0;394;486;982,25;19;3;10;225;3;89;155;737,61;4;18;7;9;550;0;14;45;0;0;0;11;16;4;6,92;10;5;5;6;10;9,83;10;5;5;10;9,17;5;5;5;10;5;5;10;5;5;5;5;13;15;5;5;5;5;5;20;10;3;15,5;5;5;10;5;3;5;20;15;5;5;9,67;5;5;10
"Eamon Zayed";"6.0";"Sydney City";"AM (RC), ST (C)";2;180;25,4;0;1;0;0,59;2;4;0;0;64;75;171,17;0;0;2;0;0;14;35;81,67;0;3;0;0;NA;0;0;3;0;0;0;3;1;2;6,46;10;5;5;6;10;10;10;5;5;10;10;5;5;6;10;9;5;10;5;7;5;5;13;15;5;5;5;5;5;20;10;3;16;7;5;5;5;3;5;20;15;5;5;10;5;5;10
"Eamon Zayed";"7.0";"Reykjavik United";"AM (RC), ST (C)";9,5;841;134,1;1;3;3;2,7;14;26;0;0;451;534;839,25;15;3;6;200;5;44;60;766,66;4;13;7;11;375;0;12;18;0;1;0;5;13;4;7,19;10;14;5;6;10;10;10;13;11;10;10;5;5;8;10;10;6;10;10;7;5;11;13;15;9;5;5;5;5;20;10;12;16;13;5;5;6;14;7;20;15;5;5;10;8;6;10
"Eamon Zayed";"8.0";"Reykjavik United";"AM (RC), ST (C)";6;496;71,9;0;1;1;1,19;3;12;0;0;206;244;505,6;8;1;5;50;2;24;38;427,77;1;7;5;5;400;0;8;8;0;0;0;2;4;2;6,83;10;14;5;6;10;10;10;5;5;10;10;5;5;8;10;10;5;10;10;7;5;5;13;15;5;5;5;5;5;20;10;5;16;13;5;5;5;5;5;20;15;5;5;10;5;6;10
"Edge Rocks";"4.0";"Montréal United";"DM, M (C)";12,5;1125;170,6;0;0;1;0,16;0;3;0;0;1007;1097;1189,23;10;2;25;22,22;4;31;38;871,66;7;0;11;16;650;1;11;22;1;0;0;16;0;1;6,75;7;5;7;8;8;10;8;5;5;10;8,69;7;7;11,69;8;10;5;8;10;7;9;5;7;7;5;7;9;7;7;20;8;5;9;13;8;10,69;5;5;5;20;9;9,69;10;11,69;5;12;9
"Edoardo Mutasci";"7.0";"Reykjavik United";"DM, M (C)";3;270;40,9;0;0;0;0,28;2;3;0;0;235;253;373,43;1;0;5;0;0;4;5;250;1;0;3;4;250;1;3;8;0;1;0;3;0;1;6,8;10;5;8,25;9;8,5;11;6,25;5;5;9;8;5,5;6,25;13,25;7,5;6,25;5;5;12;5;6,5;5;9;9;5;6,5;5,25;5;8;20;6,5;5;11;12,5;5;13;5;5;5;20;10;12,75;9,75;8,75;5;10;10
"Edoardo Mutasci";"8.0";"Reykjavik United";"DM, M (C)";9,5;821;121,8;0;0;0;0,44;3;9;0;0;613;651;927,48;5;2;5;100;2;19;26;740,47;1;7;21;26;716,66;0;7;12;0;1;0;9;4;0;6,91;10;5;9;9;9;11;5,2;5;5;9;8;5;6;14;7;6;5;5;13;5;6;5;9;9;5;6;5;5;8;20;6;5;11;13;5;14;5;5;5;20;10;14;10;8;5;10;10
"Edwin van der Sloth";"10.0";"CA Buenos Aires";"AM (R)";7;630;106,3;0;4;2;2,61;13;29;0;0;258;310;580,55;18;6;23;161,91;5;38;72;353,25;1;22;24;26;546,67;0;13;13;0;0;0;2;7;1;7,79;20;5;7;16;14,86;12,86;8;5;5;13;12,57;9;16;16;7;16;5;13;16;13;9;5;8;13;5;6;8;5;9;20;14,29;5;20;16;13;10;5;5;5;20;15,57;8,14;12,86;16;5;14,14;14
"Edwin van der Sloth";"10.0";"CA Buenos Aires";"M (C), AM (RC)";7;630;109,3;0;3;2;1,57;7;14;0;0;239;301;554,14;18;13;28;266,67;6;37;62;408,25;5;13;26;32;435;1;21;19;0;2;0;14;6;2;7,53;20;5;7;16;15;13;8;5;5;13;13;9;16;16;7;16;5;13;16;13;9;5;8;13;5;6;8;5;9;20;14;5;20;16;13;10;5;5;5;20;16;8;13;16;5;14;14
"Edwin van der Sloth";"11.0";"CA Buenos Aires";"AM (R)";5;450;78,6;0;0;2;2,4;5;14;1;0;155;193;395,09;17;4;32;37,37;8;19;38;268,33;1;14;11;18;266,67;0;17;8;0;0;0;8;2;5;7,19;20;5;7;16;16;13;8;5;5;13;13;9;16;16;7;16;5;13;16;13;9;5;9;13,6;5;6;8;5;9,8;20;16;5;20;16;13;10;5;5;5;20;16;9,8;15;16;5;15;14
"Edwin van der Sloth";"11.0";"CA Buenos Aires";"M (C), AM (R)";9;810;144,1;1;4;4;5,08;21;41;0;0;355;449;713,95;20;7;58;91,1;10;64;89;624,03;5;29;19;22;530;1;24;22;0;0;0;12;9;6;7,54;20;5;7;16;16;13;8;5;5;13;13;9;16;16;7;16;5;13;16;13;9;5;13;16;5;6;8;5;13;20;16;5;20;16;13;10;5;5;5;20;16;13;15;16;5;15;14
"Edwin van der Sloth";"12.0";"CA Buenos Aires";"M (C), AM (RC)";14;1260;224,1;4;3;6;4,49;26;47;0;0;587;740;1107,21;78;48;201;318,69;16;62;92;969,88;0;41;7;11;500;1;20;13;0;0;0;7;17;4;7,63;20;5;7;16;16;13;8;5;5;15,14;13;9;16;16;7;16;5;15,14;16;13;9;5;13;16,71;5;6;10,14;5;13;20;16;5;20;16;13;10;5;5;5;20;16,71;14,43;15;16;5;15,71;14
"Edwin van der Sloth";"4.0";"CA Buenos Aires";"AM (R)";10,5;945;155,6;0;2;1;2,25;11;17;1;1;496;560;974,77;17;13;48;255,77;3;55;83;707,1;2;19;17;25;633,33;0;27;25;1;2;0;14;16;4;6,79;12,82;5;7;10,55;9,73;8;8;5;5;7;9;9;10;11;7;11;5;7;11;8,91;9;5;7;6;5;6;7;5;9;20;8;5;12,09;13;9;9;5;5;5;20;8;8;10;10;5;13;10
"Edwin van der Sloth";"4.0";"CA Buenos Aires";"AM (RC)";7;630;101,3;0;1;1;0,94;4;7;0;0;279;309;630,26;5;5;37;110;1;30;55;385,9;3;16;21;27;525;0;23;16;0;0;0;12;9;3;6,77;13;5;7;12,57;13;8;8;5;5;7;9;9;10;11;7;11;5;7;11;12,14;9;5;7;6;5;6;7;5;9;20;8;5;13;13;9;9;5;5;5;20;8;8;10;10;5;13;10
"Edwin van der Sloth";"5.0";"CA Buenos Aires";"AM (R)";9;783;131;3;6;2;4,48;20;33;1;1;299;360;734,98;20;17;86;114,86;6;56;83;567,61;0;27;24;25;683,33;0;32;11;0;1;0;14;18;10;7,61;15,89;5;7;13;13;8;8;5;5;7;9;9;10;11;7;12;5;7,67;11;13;9;5;7;6;5;6;7;5;9;20;11,78;5;15,89;13;9;9,11;5;5;5;20;8;8;10;12,33;5;13;11,44
"Edwin van der Sloth";"5.0";"CA Buenos Aires";"M (C), AM (R)";1;90;14,8;0;0;0;0,239999999999999;0;2;0;0;44;54;81,48;2;0;4;0;0;8;14;57,14;0;6;0;1;0;0;3;3;0;0;0;1;2;0;6,64;16;5;7;13;13;8;8;5;5;7;9;9;10;11;7;13;5;10;11;13;9;5;7;6;5;6;7;5;9;20;13;5;16;13;9;10;5;5;5;20;8;8;10;13;5;13;13
"Edwin van der Sloth";"6.0";"CA Buenos Aires";"M (C), AM (R)";10;900;148,9;1;6;3;4,99;19;32;1;1;529;616;858,38;15;7;56;81,18;6;47;76;645,74;5;31;7;12;400;0;19;21;0;1;0;12;11;4;7,4;16,2;5;7;13;13;9,1;8;5;5;7,6;9,2;9;11;11,2;7;14;5;13;13,9;13;9;5;7,2;6;5;6;7,2;5;9;20;13;5;17;13;9;10;5;5;5;20;9,8;8;10;13;5;13;13,2
"Edwin van der Sloth";"7.0";"CA Buenos Aires";"AM (R)";14;1253;219,3;5;9;7;10,12;40;72;1;1;560;668;1171,15;48;27;177;187,18;22;80;120;888,21;0;49;26;33;982,14;2;31;15;0;4;0;17;46;9;7,94;17,5;5;7;13;13;10;8;5;5;10;10;9;11;12;7;15,86;5;13;15,71;13;9;5;8;6;5;6;8;5;9;20;13;5;17,14;15,36;9;10;5;5;5;20;10;8;10;15,79;5;13;14
"Edwin van der Sloth";"8.0";"CA Buenos Aires";"AM (R)";14;1260;225,5;2;5;5;3,15;13;26;0;0;443;542;1134,63;32;17;93;247;9;61;118;778,86;0;47;21;29;786,67;0;32;23;0;1;0;16;17;8;6,98;18;5;7;15,64;13;10;8;5;5;12,79;10;9;12,43;14,93;7;16;5;13;16;13;9;5;8;6;5;6;8;5;9;20;13;5;19;16;12,71;10;5;5;5;20;10;8;10;16;5;13;14
"Edwin van der Sloth";"9.0";"CA Buenos Aires";"AM (R)";11;990;167,7;1;6;2;3,95;17;30;0;0;390;465;922,26;26;5;30;158,33;3;25;54;476,75;1;24;14;20;641,67;0;14;8;0;0;0;8;11;4;7,12;19,91;5;7;16;13;11,82;8;5;5;13;10;9;15;16;7;16;5;13;16;13;9;5;8;8,82;5;6;8;5;9;20;13,91;5;20;16;13;10;5;5;5;20;11,82;8;10;16;5;13;14
"Edwin van der Sloth";"9.0";"CA Buenos Aires";"AM (RC)";3;270;47,0000000000001;0;2;1;1,6;6;14;0;0;80;92;265,35;3;2;9;100;1;10;23;135;0;5;1;2;100;0;2;5;0;0;0;3;0;1;7,28;20;5;7;16;13;12;8;5;5;13;10;9;16;16;7;16;5;13;16;13;9;5;8;13;5;6;8;5;9;20;14;5;20;16;13;10;5;5;5;20;13;8;10;16;5;14;14
